FileName;NumberLayres;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy
trains/train_1_33_8.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;33;8.57142857142857
trains/train_1_28_8.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;28.5714285714286;8.57142857142857
trains/train_1_39_3.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;39.2857142857143;3.80952380952381
trains/train_1_47_12.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;47.8571428571429;12.3809523809524
trains/train_1_24_6.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;24.1428571428571;6.66666666666667
trains/train_1_29_1.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;29.2857142857143;1.9047619047619
trains/train_1_25_7.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;25.5714285714286;7.61904761904762
trains/train_1_27_7.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;27.5714285714286;7.61904761904762
trains/train_1_25_7.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;25.8571428571429;7.61904761904762
trains/train_1_27_5.mat;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;27.5714285714286;5.71428571428571
Média de ID: 1;2;[5 5];tansig tansig pureline;trainlm;1000;dividerand;0.7;0.15;0.15;30.8714285714286;7.04761904761905
