FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_921_85_51.mat;2;[50 50];tansig tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;85.1428571428571;51.4285714285714;learngdm learngdm;0.06
Média de ID: 921;2;[50 50];tansig tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;85.1428571428571;51.4285714285714;learngdm learngdm;0.06
