FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_807_91_73.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;91.5;73.3333333333333;learngdm;0.05
model_807_83_46.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;83.5;46.6666666666667;learngdm;0.05
model_807_92_76.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;92.5;76.6666666666667;learngdm;0.05
model_807_95_83.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;95.5;83.3333333333333;learngdm;0.05
model_807_95_83.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;95;83.3333333333333;learngdm;0.05
model_807_92_63.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;92.5;63.3333333333333;learngdm;0.05
model_807_91_80.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;91;80;learngdm;0.05
model_807_93_76.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;93.5;76.6666666666667;learngdm;0.05
model_807_93_73.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;93.5;73.3333333333333;learngdm;0.05
model_807_94_73.mat;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;94;73.3333333333333;learngdm;0.05
Média de ID: 807;1;100;tansig purelin;traingd;1000;dividerand;0.7;0.15;0.15;92.25;73;learngdm;0.05
