FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_921_90_63.mat;2;[50 50];tansig tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;90.7142857142857;63.8095238095238;learngdm learngdm;0.06
Média de ID: 921;2;[50 50];tansig tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;90.7142857142857;63.8095238095238;learngdm learngdm;0.06
