FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_19_7_4.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;7.14285714285714;4.76190476190476;learngdm;0
model_19_18_6.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;18.8571428571429;6.66666666666667;learngdm;0
model_19_7_2.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;7.71428571428571;2.85714285714286;learngdm;0
model_19_10_8.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;10.7142857142857;8.57142857142857;learngdm;0
model_19_14_11.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;14;11.4285714285714;learngdm;0
model_19_7_8.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;7.57142857142857;8.57142857142857;learngdm;0
model_19_13_13.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;13.5714285714286;13.3333333333333;learngdm;0
model_19_12_2.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;12.8571428571429;2.85714285714286;learngdm;0
model_19_21_10.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;21.8571428571429;10.4761904761905;learngdm;0
model_19_15_7.mat;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;15.5714285714286;7.61904761904762;learngdm;0
Média de ID: 19;1;10;tansig purelin;trainoss;1000;dividerand;0.7;0.15;0.15;12.9857142857143;7.71428571428571;learngdm;0
