FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_17_28_11.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;28.7142857142857;11.4285714285714;learngdm;0
model_17_7_8.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;7.14285714285714;8.57142857142857;learngdm;0
model_17_16_7.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;16.4285714285714;7.61904761904762;learngdm;0
model_17_39_10.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;39.1428571428571;10.4761904761905;learngdm;0
model_17_32_5.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;32;5.71428571428571;learngdm;0
model_17_23_7.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;23.8571428571429;7.61904761904762;learngdm;0
model_17_45_10.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;45.2857142857143;10.4761904761905;learngdm;0
model_17_32_3.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;32.8571428571429;3.80952380952381;learngdm;0
model_17_29_9.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;29.5714285714286;9.52380952380952;learngdm;0
model_17_22_12.mat;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;22.5714285714286;12.3809523809524;learngdm;0
Média de ID: 17;1;10;tansig purelin;traingda;1000;dividerand;0.7;0.15;0.15;27.7571428571429;8.76190476190476;learngdm;0
