FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_62_49_12.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;49.047619047619;12.6984126984127;learncon;0.05
model_62_35_8.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;35.1190476190476;8.73015873015873;learncon;0.05
model_62_28_11.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;28.5714285714286;11.1111111111111;learncon;0.05
model_62_18_5.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;18.452380952381;5.55555555555556;learncon;0.05
model_62_28_8.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;28.8095238095238;8.73015873015873;learncon;0.05
model_62_50_12.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;50.7142857142857;12.6984126984127;learncon;0.05
model_62_13_12.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;13.452380952381;12.6984126984127;learncon;0.05
model_62_51_7.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;51.6666666666667;7.14285714285714;learncon;0.05
model_62_39_10.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;39.6428571428571;10.3174603174603;learncon;0.05
model_62_25_7.mat;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;25.7142857142857;7.14285714285714;learncon;0.05
Média de ID: 62;1;10;tansig purelin;traingd;2000;dividerand;0.7;0.15;0.15;34.1190476190476;9.68253968253968;learncon;0.05
