FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_815_93_63.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;93.7142857142857;63.8095238095238;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_95_63.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;95;63.8095238095238;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_79.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4285714285714;79.0476190476191;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_67.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4285714285714;67.6190476190476;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_93_75.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;93.8571428571429;75.2380952380952;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_79.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.1428571428571;79.0476190476191;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_71.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4285714285714;71.4285714285714;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_67.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94;67.6190476190476;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_70.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.1428571428571;70.4761904761905;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_96_83.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;96.4285714285714;83.8095238095238;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_70.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4285714285714;70.4761904761905;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_95_66.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;95.4285714285714;66.6666666666667;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_75.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.2857142857143;75.2380952380952;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_69.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.2857142857143;69.5238095238095;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_71.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4285714285714;71.4285714285714;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_92_67.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;92.8571428571429;67.6190476190476;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_95_71.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;95.7142857142857;71.4285714285714;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_71.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94;71.4285714285714;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_94_67.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.1428571428571;67.6190476190476;learngdm learngdm learngdm learngdm learngdm;0.05
model_815_93_67.mat;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;93.4285714285714;67.6190476190476;learngdm learngdm learngdm learngdm learngdm;0.05
Média de ID: 815;5;[100 100 75 75 75];tansig tansig tansig tansig tansig softmax;trainscg;2000;dividerand;0.7;0.15;0.15;94.4809523809524;71.968253968254;learngdm learngdm learngdm learngdm learngdm;0.05
